STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,61.53083,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,61.14667,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,57.4725,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,55.22833,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,51.675,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,54.95,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,COL,Colombie,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,61.7875,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2020,,74.92442,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2019,,76.37587,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2018,,76.42686,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2017,,76.34902,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2016,,76.16335,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2015,,75.98916,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2014,,75.76822,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2013,,75.05659,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2023,,77.86385,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,KOR,Corée,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y25T54,De 25 à 54 ans,_Z,Non applicable,A,Annuelle,2022,,76.99941,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2020,,28.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2019,,30.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2018,,30.225,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2017,,29.175,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2016,,28.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2015,,28.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2014,,28.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2013,,28.35,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2023,,35.175,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,FRA,France,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2022,,34.9,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2020,,35.875,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2019,,41.175,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2018,,40.225,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2017,,39.925,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2016,,41.975,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2015,,37.775,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2014,,36.775,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Taux d'emploi,I,IRL,Irlande,EMP_WAP,Taux d'emploi,PT_WAP_SUB,Pourcentage de la population en âge de travailler dans le même sous-groupe,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2013,,36.525,,,,A,Normal value,0,Units,1,One
